timestamp	theta_l	dtheta_l	tau_l	theta_r	dtheta_r	tau_r
0.056000000000000036	0.1938512091484819	0.5328794458277728	-4.4779208130092405	-0.12382137875304305	0.031953181646012574	-3.4555785951288294
0.05800000000000004	0.1937614613223679	-0.04487391305698529	-2.9718483896522945	-0.12264702444425858	0.5871771543922366	-3.2847583120501103
0.06000000000000004	0.1927523482858096	-0.5045565182791574	-2.538500253740626	-0.12053852249559609	1.054250974331247	-2.830018471533595
0.06200000000000004	0.19100302618115614	-0.874661052326725	-3.188140701009102	-0.11763015741882314	1.4541825383864742	-2.636143475316177
0.06400000000000004	0.18860328217521113	-1.199872002972508	-3.3080382088829263	-0.11397667656689267	1.8267404259652356	-2.2547641495203297
0.06600000000000004	0.1856756929758893	-1.4637945996609194	-3.376158332656537	-0.10968673548140132	2.1449705427456744	-2.0127079040396167
0.06800000000000005	0.18231047600372882	-1.6826084860802304	-2.900409117635782	-0.10485468466926844	2.4160254060664372	-1.57150829417964
0.07000000000000005	0.1786322788493466	-1.8390985771911057	-3.064352949721645	-0.09958456036907581	2.6350621500963096	-1.3881189294280036
0.07200000000000005	0.17472939908641907	-1.9514398814637604	-3.1207470155406334	-0.09396144280673746	2.811558781169176	-1.2389925155369497
0.07400000000000005	0.17064725452099677	-2.041072282711155	-3.1958242700165997	-0.08803521097716098	2.963115914788238	-0.5096185852846159
0.07600000000000005	0.16650632411318703	-2.0704652039048774	-2.562647647846333	-0.08191728783047317	3.0589615733439084	-0.08422436825216453
0.07800000000000006	0.16237596871892102	-2.065177697132999	-2.9798691946980185	-0.07570256764936449	3.1073600905543364	0.13219607357299343
0.08000000000000006	0.15822944710693282	-2.0732608059940962	-3.0676243995785666	-0.06936667124080245	3.1679482042810205	0.2466847101280982
0.08200000000000006	0.15409316525305605	-2.068140926938387	-3.5088380158541472	-0.06292993774936453	3.2183667457189573	0.5215195735912238
0.08400000000000006	0.14996649503854284	-2.063335107256611	-3.5297864695980596	-0.05643231349488139	3.248812127241573	0.6196495024853637
0.08600000000000006	0.1458705150925031	-2.0479899730198774	-3.847036898516516	-0.04991234005938462	3.2599867177483848	0.9762847683558884
0.08800000000000006	0.1418458997743936	-2.012307659054751	-3.5752923237420546	-0.043444401361958845	3.2339693487128898	1.1983519354871583
0.09000000000000007	0.13794108125385465	-1.9524092602694778	-3.344360808815023	-0.037131069463441434	3.156665949258707	1.2929846859354603
0.09200000000000007	0.1341926502105582	-1.8742155216482272	-3.468743657491558	-0.031049389779721027	3.040839841860203	1.6100352207337882
0.09400000000000007	0.13061712191851363	-1.7877641460222924	-3.659880440831713	-0.025250009986872976	2.8996898964240247	1.7273203525418823
0.09600000000000007	0.12723261738186203	-1.6922522683257997	-3.7168455276823043	-0.019771405830495616	2.7393020781886803	1.7748460270774018
0.09800000000000007	0.12406502651358699	-1.5837954341375262	-3.0715962639315038	-0.014632933634946468	2.5692360977745743	1.9840131374071241
0.10000000000000007	0.12116746819408941	-1.4487791597487907	-2.608452303464008	-0.009920557423960804	2.356188105492832	1.983527761149567
0.10200000000000008	0.11857370453326703	-1.296881830411189	-2.015409386438209	-0.005685876273848758	2.117340575056023	1.3233068674564068
0.10400000000000008	0.11632124410570437	-1.1262302137813296	-2.2330428989721063	-0.0020031441878975167	1.8413660429756207	1.0513433367114222
0.10600000000000008	0.1144182002887217	-0.9515219084913336	-2.046775123920544	0.0011686769013510745	1.5859105446242956	0.7476050369997307
0.10800000000000008	0.11281457460612773	-0.8018128412969792	-2.0746198625818035	0.003871132988725505	1.3512280436872153	0.6908387922210576
0.11000000000000008	0.11150376762292882	-0.6554034915994531	-1.9375598091641835	0.006122730154319274	1.1257985827968844	0.7866272402751798
0.11200000000000009	0.11050979563948961	-0.49698599171960534	-1.711380753379208	0.007952533281430679	0.914901563555702	0.8008478241225243
0.11400000000000009	0.10985904705270902	-0.3253742933902913	-1.487740935356078	0.00937084297865068	0.7091548486100012	0.8309629500289625
0.11600000000000009	0.10953947315683861	-0.15978694793520146	-1.0150451787492183	0.010422161133305255	0.5256590773272873	0.9744580439615045
0.11800000000000009	0.10950478737592861	-0.017342890454995735	-0.5912839976645714	0.011146829626532831	0.3623342466137879	0.8690610251995334
0.12000000000000009	0.10974691593580709	0.12106427993923594	-0.27200828007128064	0.01156430596448945	0.20873816897830988	0.8781554665695236
0.1220000000000001	0.11024876767179048	0.25092586799170136	0.042680518639902285	0.011642875311890087	0.03928467370031816	0.8746420453067465
0.12400000000000008	0.1109689220035902	0.36007716589985816	0.46176352017318767	0.011340363045358024	-0.1512561332660318	0.9400064715996758
0.12600000000000008	0.1119148652241863	0.47297161029805374	0.16687215046983334	0.010648848853418987	-0.3457570959695184	0.5997800536363419
0.12800000000000009	0.11307278452326243	0.5789596495380688	0.12062611754286123	0.009584310475666373	-0.5322691888763073	-0.22310469237402286
0.1300000000000001	0.11439824677622003	0.6627311264787971	0.6095018291621344	0.008141483854398265	-0.7214133106340542	-0.3719736184397598
0.1320000000000001	0.11589800612660905	0.7498796751945144	0.3836201599776973	0.006308170313852053	-0.9166567702731063	-0.5560340361041934
0.1340000000000001	0.11746178739639634	0.7818906348936459	0.10380957995961736	0.0040981596524793645	-1.1050053306863445	-0.5799701846535098
0.1360000000000001	0.11901710113252244	0.7776568680630489	0.3073407227890537	0.0015404541726908609	-1.2788527398942517	-0.5058385359605568
0.1380000000000001	0.12054608662096845	0.7644927442230084	0.8486580571625203	-0.0013816045677170195	-1.46102937020394	-0.48360226937743755
0.1400000000000001	0.1221061859571274	0.78004966807947	0.5413699302204067	-0.0047026975800835424	-1.6605465061832614	-0.20052923400601563
0.1420000000000001	0.12372100279307983	0.8074084179762155	0.5738963635665453	-0.008414319036022999	-1.8558107279697282	-1.8369486472625363
0.1440000000000001	0.12530653708548142	0.79276714620079	0.42037731298980185	-0.012327482535640078	-1.9565817498085396	-1.9753324981790827
0.1460000000000001	0.1269130903510512	0.8032766327848797	-0.11708764904071021	-0.016406774366029685	-2.039645915194803	-2.397249808632972
0.1480000000000001	0.12857494950936513	0.8309295791569608	-0.1606798337796296	-0.02050689595771775	-2.050060795844032	-2.6698533242200693
0.1500000000000001	0.13029748843511246	0.8612694628736651	0.033734560802844885	-0.024610565328450993	-2.051834685366622	-2.220612031569274
0.1520000000000001	0.13212140768906092	0.911959626974222	0.39762129980699423	-0.028713429725499534	-2.0514321985242714	-1.9659828186531394
0.1540000000000001	0.13407516230737515	0.9768773091571236	0.6761452706674388	-0.032866459612173216	-2.0765149433368415	-1.724959927257613
0.1560000000000001	0.13614941550006643	1.0371265963456375	0.8420308626586929	-0.03705917544407293	-2.096357915949857	-1.3245602762797455
0.1580000000000001	0.1382215372881766	1.0360608940550888	1.3485369837724102	-0.041174302466817005	-2.0575635113720363	-1.1532736657674436
0.16000000000000011	0.14031551877008044	1.0469907409519228	1.6454291484026058	-0.04521646820260172	-2.021082867892358	-0.9219481241744414
0.16200000000000012	0.1424437688943536	1.0641250621365685	1.2689690793853667	-0.04921935568418348	-2.0014437407908794	-1.0804316075610074
0.16400000000000012	0.14461027856838712	1.083254837016772	-0.6891374498711385	-0.053236086587853906	-2.0083654518352136	-2.4705171323254254
0.16600000000000012	0.14663917504483853	1.0144482382257005	-1.5783895228417517	-0.0570168368062037	-1.8903751091748984	-3.0730879911586726
0.16800000000000012	0.14850474779952091	0.9327863773411912	-2.0554810148618947	-0.06054219551832069	-1.7626793560584948	-10.335888146345496
0.17000000000000012	0.14995188791242767	0.7235700564533748	-0.9700102691015694	-0.0634979299740749	-1.477867227877101	-4.856830651596767
0.17200000000000013	0.15095274676041004	0.5004294239911837	-0.7171319702333079	-0.06590647492433334	-1.20427247512922	-11.434699267562925
0.17400000000000013	0.15150484152861546	0.2760473841027088	-0.32821155950673436	-0.06763150564010227	-0.8625153578844682	-11.907865577199981
0.17600000000000013	0.1515482500086677	0.021704240026118427	-0.24629756744276407	-0.06860415099756155	-0.4863226787296401	-12.479945024763131
0.17800000000000013	0.15113553680735303	-0.20635660065734038	-0.4534806154669302	-0.06879463276723184	-0.09524088483514603	-13.133805901939127
0.18000000000000013	0.15026481535057545	-0.4353607283887857	-0.712715361627142	-0.06806913359222821	0.3627495875018118	-12.729757559201854
0.18200000000000013	0.1488431963580441	-0.710809496265679	-0.9740130507170573	-0.06644775709934796	0.8106882464401263	-10.612291223278735
0.18400000000000014	0.14695867828961054	-0.94225903421678	-1.6408693630238922	-0.064063776987176	1.19199005608598	-10.182648941072053
0.18600000000000014	0.14456033355604272	-1.1991723667839103	-1.8130205242348947	-0.0610092442489584	1.5272663691088	-4.595501426957491
0.18800000000000014	0.14167263773318306	-1.4438479114298324	-0.742540356643411	-0.057365469462703586	1.8218873931274056	-4.394001489332875
0.19000000000000014	0.13836736844915148	-1.652634642015788	-0.55055690431878	-0.053242026238340484	2.061721612181552	-4.477534179201873
0.19200000000000014	0.13461695543523897	-1.8752065069562658	-0.8345776525999478	-0.04869073605349877	2.2756450924208567	-4.223881777613404
0.19400000000000014	0.1303993406379151	-2.1088073986619307	-1.0302125995607196	-0.04375608356696037	2.4673262432692016	-4.546510596353044
0.19600000000000015	0.1257146833285682	-2.34232865467346	-1.2365315925666767	-0.03845501510679132	2.6505342300845256	-4.82532297790401
0.19800000000000015	0.12066070534085739	-2.526988993855399	-0.7058330633805183	-0.03286442973174801	2.795292687521656	-3.9254258352295737
0.20000000000000015	0.11540810897327519	-2.6262981837911004	-0.09993396034096734	-0.02715720357074713	2.853613080500439	-2.8868693680332838
0.20200000000000015	0.11014075494389018	-2.633677014692505	0.9777496128460899	-0.021492347160505965	2.832428205120583	-2.1172082456042864
0.20400000000000015	0.10498193494640747	-2.5794099987413586	1.0408918958170614	-0.016024729132967895	2.7338090137690343	-1.4652448713629371
0.20600000000000016	0.09999588927784894	-2.493022834279264	1.1280853902254069	-0.010846724778539504	2.5890021772141956	-1.192557126195094
0.20800000000000016	0.09520505255319983	-2.395418362324559	1.395787211639534	-0.005999289912880067	2.423717432829718	-1.0912953424845866
0.21000000000000016	0.09056210090306474	-2.3214758250675445	1.6368508046597006	-0.001505262677939414	2.2470136174703264	-1.0097728440090492
0.21200000000000016	0.08605173424575248	-2.2551833286561322	1.8583795931362854	0.0026492286914270623	2.077245684683238	-0.9841640931975024
0.21400000000000016	0.08169516591939453	-2.1782841631789727	1.5731572680150332	0.0064551854467756	1.9029783776742684	-0.843509738551571
0.21600000000000016	0.07743381491521044	-2.130675502092045	1.4043075374927123	0.009941056796311555	1.7429356747679774	-0.8243338768246039
0.21800000000000017	0.07331307744694668	-2.0603687341318766	0.9034497747188381	0.01309100666436368	1.5749749340260617	-0.6288490942142664
0.22000000000000017	0.06939313495453098	-1.959971246207849	1.0024991293029755	0.015887075091719743	1.3980342136780313	-0.4277638175420152
0.22200000000000017	0.0656769820826279	-1.8580764359515387	0.5335935202679479	0.018327365470336664	1.2201451893084594	-0.25775018343042105
0.22400000000000017	0.06220042022532462	-1.7382809286516396	0.8542481514816563	0.02038207038923198	1.0273524594476569	-0.10106290413377837
0.22600000000000017	0.05902209344718555	-1.5891633890695354	0.35992329825931263	0.021991398516955994	0.8046640638620086	-0.043496825206746054
0.22800000000000017	0.056155249307686936	-1.433422069749306	0.35051340980683426	0.023180746749359177	0.5946741162015914	-0.30928183947917703
0.23000000000000018	0.05360081018879671	-1.2772195594451123	0.504630421511081	0.02395025866398876	0.3847559573147898	-0.442815600419333
0.23200000000000018	0.05137485544114901	-1.11297737382385	0.5344339350594901	0.024309514425428138	0.1796278807196904	-0.5475106886672111
0.23400000000000018	0.04948803523854238	-0.9434101013033144	0.8666050187049086	0.02426262096257433	-0.023446731426902595	-1.206780643291249
0.23600000000000018	0.04800387505416385	-0.7420800921892674	0.7124759033221713	0.023815681034633388	-0.22346996397047203	-1.352313449842133
0.23800000000000018	0.046957963401523174	-0.5229558263203362	0.9912070673085207	0.022947900063008814	-0.4338904858122876	-1.295093569124802
0.24000000000000019	0.04634141576640706	-0.3082738175580587	1.0063621136409466	0.021696997886924144	-0.6254510880423353	-1.2929551712444032
0.2420000000000002	0.04616571779581376	-0.08784898529665	1.2368821218536528	0.020048724127385887	-0.8241368797691291	-1.2133587348204222
0.2440000000000002	0.04641363966426288	0.12396093422456081	1.7232147758210208	0.017984636098956657	-1.0320440142146143	-1.0642709052265267
0.2460000000000002	0.04706076993752994	0.3235651366335297	0.9135562946617679	0.01548921769567305	-1.2477092016418037	-1.6242933823784538
0.24800000000000016	0.0480113087562811	0.4752694093755833	1.0520596546377001	0.012536127637989423	-1.4765450288418134	-2.4736469383668127
0.25000000000000017	0.04928691023385076	0.6378007387848281	1.4678687397170336	0.00912896402993207	-1.7035818040286765	-3.254851620144848
0.25200000000000017	0.05079634850985961	0.7547191380044249	1.817548661614543	0.005368734423621203	-1.8801148031554336	-3.9509545646272026
0.25400000000000017	0.05250197061707381	0.8528110536071001	1.9158890848670418	0.0013444977234077322	-2.0121183501067357	-3.862912897279249
0.25600000000000017	0.05444098452898743	0.9695069559568084	1.4181840251493962	-0.002957042772661009	-2.1507702480343704	-4.23760221306876
0.2580000000000002	0.0565295599950254	1.0442877330189881	1.8697990949655474	-0.007408902016672003	-2.225929622005497	-3.580659744636713
0.2600000000000002	0.05884898168487083	1.1597108449227138	2.408053717376972	-0.012021379965153725	-2.3062389742408604	-2.9397366894287043
0.2620000000000002	0.061410280728423	1.2806495217760854	2.531795001375903	-0.016840540350408044	-2.4095801926271587	-3.018197376734918
0.2640000000000002	0.06421668736149469	1.4032033165358457	2.617451484539745	-0.021892696767811862	-2.5260782087019087	-3.303349518473645
0.2660000000000002	0.0672668358494234	1.525074243964356	2.963545502482296	-0.027163513404767782	-2.63540831847796	-3.3176274675687267
0.2680000000000002	0.07059560299802979	1.6643835743031927	3.311070254344317	-0.03268095719928658	-2.7587218972593974	-3.316254630917562
0.2700000000000002	0.07420392365408568	1.8041603280279406	3.447986225734818	-0.03848468707346893	-2.9018649370911778	-3.352046670306647
0.2720000000000002	0.07810379267440726	1.9499345101607894	3.584978545322347	-0.04461186867190345	-3.0635907992172595	-3.450054913494702
0.2740000000000002	0.08225208202946878	2.074144677530762	2.965600921473632	-0.05100451529265803	-3.1963233103772914	-3.607459236157788
0.2760000000000002	0.08661912878870534	2.183523379618284	3.0659752361522044	-0.057677707785949744	-3.3365962466458563	-3.8239723750279744
0.2780000000000002	0.09122836536129711	2.304618286295885	0.48161402546595644	-0.06460379888546851	-3.4630455497593786	-11.521234621682307
0.2800000000000002	0.09576963122280503	2.270632930753961	-0.4835257633394372	-0.0715667866355835	-3.4814938750574944	-13.652910948698185
0.2820000000000002	0.10015702572452224	2.1936972508586092	-0.9759186371924194	-0.07844693032731123	-3.4400718458638657	-12.94964843074806
0.2840000000000002	0.10399422050862005	1.9185973920489003	-0.256240886436898	-0.08494445623523492	-3.2487629539618457	-11.514766315864808
0.2860000000000002	0.10719392023194058	1.5998498616602608	-0.06893853152726555	-0.09086594095656278	-2.960742360663933	-11.406595689998833
0.2880000000000002	0.1098198501824185	1.3129649752389603	-0.11616780081324594	-0.09620188146500547	-2.667970254221344	-11.639899102266499
0.2900000000000002	0.11178496989819808	0.9825598578897954	0.4966163426949332	-0.10078609209075484	-2.2921053128746887	-11.224495107704303
0.2920000000000002	0.1130674108499552	0.6412204758785542	0.21698509830968593	-0.10454613051500315	-1.8800192121241552	-11.036371379580496
0.2940000000000002	0.11362041514076077	0.27650214540278206	0.2095579896307792	-0.10745751587194453	-1.4556926784706903	-13.87838823798258
0.2960000000000002	0.11347891372956577	-0.07075070559749802	0.35224887824802653	-0.10938036303874778	-0.9614235834016249	-15.981879712946071
0.2980000000000002	0.11265709525684182	-0.4109092363619724	0.5226712032449224	-0.11023228444279133	-0.42596070202177927	-16.557781217023834
0.3000000000000002	0.11122826546130476	-0.7144148977685303	0.9019290221282636	-0.11010587797750347	0.0632032326439303	-15.884004981418352
0.3020000000000002	0.10919470436767856	-1.016780546813103	0.058551099056077464	-0.10906983619431483	0.5180208915943214	-15.67567470868449
0.3040000000000002	0.10657172225810663	-1.3114910547859633	-0.5090681004546683	-0.10716725705145334	0.9512895714307439	-16.813818233824176
0.3060000000000002	0.10334694409491425	-1.6123890815961885	-1.3925822548774336	-0.10452667073061109	1.320293160421126	-16.624738074722945
0.3080000000000002	0.09956369065994064	-1.8916267174868053	-1.4142804788647891	-0.10119897676256862	1.6638469840212369	-17.17565238731331
0.3100000000000002	0.09530183213667066	-2.1309292616349857	-1.4052098742096384	-0.09731827048648459	1.9403531380420136	-16.674495428296392
0.3120000000000002	0.0906817096718093	-2.3100612324306806	-1.102546279798777	-0.09300350307086741	2.15738370780859	-16.02864447750677
0.3140000000000002	0.08583479209272969	-2.423458789539803	-1.1318323685177616	-0.08833747601466624	2.3330135281005835	-15.902219179583737
0.3160000000000002	0.08084223744977756	-2.4962773214760694	-1.41056587642631	-0.08333249089708829	2.5024925587889726	-14.362370733608456
0.3180000000000002	0.07570168386567495	-2.5702767920513	-1.8845174919132426	-0.07804071238144335	2.6458892578224695	-13.499043211592557
0.32000000000000023	0.07044281030573636	-2.629436779969296	-1.6378661887133419	-0.07252329954533147	2.7587064180559344	-11.088600912058642
0.32200000000000023	0.06513089044595922	-2.6559599298885703	-2.030616834255743	-0.06689866524299058	2.812317151170447	-10.115702707319635
0.32400000000000023	0.059820521279952084	-2.6551845830035714	-3.1298327836308424	-0.061221408594378135	2.8386283243062245	-10.344188772917079
0.32600000000000023	0.05447170977249543	-2.674405753728327	-2.740555144345216	-0.05546046842168452	2.8804700863468065	-4.53447283708973
0.32800000000000024	0.049243679808981346	-2.614014981757041	-1.252796116783701	-0.04971969114719821	2.870388637243156	-3.353963657237862
0.33000000000000024	0.044329095633854544	-2.4572920875634017	-0.7158934730759506	-0.044180246488278174	2.769722329460015	-2.5986004875273383
0.33200000000000024	0.03981288878855081	-2.2581034226518657	-0.4386732569212636	-0.03894767946425665	2.616283512010761	-2.2190870979309953
0.33400000000000024	0.03576956487689691	-2.0216619558269504	-0.8841621971903589	-0.034108224234382534	2.4197276149370586	-2.2378927434337696
0.33600000000000024	0.03219313731721721	-1.7882137798398523	-0.38036123589951953	-0.029645123198610915	2.2315505178858093	-2.0663282621035566
0.33800000000000024	0.02908673186387279	-1.5532027266722088	0.16561401707136644	-0.025545902291771096	2.0496104534199087	-1.8759691410646628
0.34000000000000025	0.02638470932756936	-1.3510112681517144	0.14176101002252112	-0.02181538518620327	1.8652585527839127	-1.8364397036634177
0.34200000000000025	0.024023054925196585	-1.1808272011863876	0.1824842671313438	-0.018444115024381712	1.6856350809107798	-1.7810565110717826
0.34400000000000025	0.02199292307394427	-1.0150659256261578	0.3787690590108752	-0.015438928821806672	1.5025931012875202	-1.830417385061701
0.34600000000000025	0.020311740572930555	-0.8405912505068557	0.09165606264490941	-0.012811937981076126	1.3134954203652733	-1.7407214808605311
0.34800000000000025	0.018944296532186725	-0.6837220203719145	-0.21752736568994344	-0.010576110309531036	1.117913835772545	-1.6664455500444508
0.35000000000000026	0.017861109854070252	-0.5415933390582364	-0.1328596993734847	-0.008742234048537743	0.9169381304966461	-1.6894970653302093
0.35200000000000026	0.01710234063287084	-0.3793846105997054	-1.111831375755886	-0.007349292218757594	0.6964709148900745	-2.0040637587669248
0.35400000000000026	0.01661663286730916	-0.24285388278083897	-2.175872705795345	-0.006382090194337838	0.4836010122098777	-2.394587876201165
0.35600000000000026	0.016311547508717376	-0.1525426792958918	-2.231263342038467	-0.005828893782202276	0.2765982060677813	-2.3533594561946694
0.35800000000000026	0.016270351542382152	-0.0205979831676123	-2.0181582176889408	-0.005719036400008999	0.05492869109663817	-2.382761664842831
0.36000000000000026	0.01647777446145719	0.1037114595375192	-1.950936049137593	-0.006044613206110379	-0.16278840305068987	-2.47493612541101
0.36200000000000027	0.016982434167514937	0.25232985302887356	-2.6361413026654628	-0.006826427489237041	-0.3909071415633313	-2.669810462948139
0.36400000000000027	0.01775558697467086	0.38657640357796286	-2.804312600237255	-0.008073529230939562	-0.6235508708512605	-2.8812309949913772
0.36600000000000027	0.01881894935266932	0.5316811889992291	-2.0562451227689755	-0.009764666563215722	-0.8455686661380797	-2.7320939382832723
0.36800000000000027	0.02021739412703827	0.6992223871844742	-1.3213239314514738	-0.011954595987851788	-1.0949647123180333	-2.594321774078579
0.3700000000000003	0.022035556011667443	0.9090809423145871	-1.0539453214010217	-0.014722549692482727	-1.3839768523154692	-2.603280943060916
0.3720000000000003	0.02423311502366736	1.0987795059999574	-0.8736718185437198	-0.018040619676455066	-1.6590349919861702	-2.708729790447154
0.3740000000000003	0.026798817794009624	1.2828513851711332	-0.5969527063965302	-0.021875747896854023	-1.9175641101994771	-2.714317198710119
0.3760000000000003	0.029760985057544365	1.48108363176737	-0.09160885792649089	-0.02626515517489643	-2.1947036390212036	-2.7312985911892547
0.3780000000000003	0.03309597778301123	1.6674963627334327	0.6625777036032919	-0.031167640694170683	-2.4512427596371267	-2.6599726718600376
0.3800000000000003	0.036797375334250974	1.8506987756198707	0.5442549616020982	-0.036580730753184	-2.7065450295066595	-3.066991461007863
0.3820000000000003	0.040865345805403935	2.0339852355764814	0.505067958828002	-0.042509863582619295	-2.9645664147176456	-3.4240663007650505
0.3840000000000003	0.045247825246217774	2.1912397204069176	1.3143796762242936	-0.048954857070179866	-3.2224967437802845	-3.398035266965407
0.3860000000000003	0.04996108393543052	2.3566293446063744	1.3287465301697767	-0.05591353348206198	-3.4793382059410565	-4.433199868739909
0.3880000000000003	0.05500040420055283	2.5196601325611545	0.6523576900163559	-0.06335188807163854	-3.7191772947882766	-10.69672039909028
0.3900000000000003	0.06023712334130733	2.6183595703772538	-0.6289641575278707	-0.07118550252348721	-3.9168072259243347	-14.920773870455145
0.3920000000000003	0.0654194765214495	2.591176590071085	-2.3697204557258327	-0.07912796263068443	-3.971230053598613	-19.60275282964266
0.3940000000000003	0.07040664876680641	2.4935861226784537	-3.3218498338020996	-0.08698877565480323	-3.930406512059398	-20.0
0.3960000000000003	0.07502009274064252	2.306721986918053	-2.4576970589258527	-0.09463275567620785	-3.8219900107023106	-20.0
0.3980000000000003	0.07922848932748863	2.10419829342306	-1.7917016064650726	-0.1019281431547377	-3.647693739264918	-19.975360199586387
0.4000000000000003	0.08312653400763355	1.9490223400724562	-1.107128758689738	-0.1088761028867271	-3.473979865994703	-18.106352555684865
0.4020000000000003	0.08676003164548639	1.8167488189264172	-2.2051829999634633	-0.11551855740650381	-3.321227259888358	-19.215312009325434
0.4040000000000003	0.09005795414056197	1.648961247537796	-2.3311345521896643	-0.1217958029626365	-3.1386227780663454	-20.0
0.4060000000000003	0.09310662689246729	1.524336375952661	-2.286896174989389	-0.12756558252358968	-2.884889780476586	-19.6245573838372
0.4080000000000003	0.09589934760672006	1.3963603571263803	-1.7121969382886886	-0.13275322616228946	-2.593821819349887	-18.820281672097828
0.4100000000000003	0.09843324479690416	1.2669485950920518	-1.4049249747413215	-0.13729349329817675	-2.270133567943643	-17.96040429452397
0.4120000000000003	0.10080444371912846	1.1855994611121505	-1.4416135951549014	-0.1413321000994977	-2.0193034006604726	-18.324085249539277
0.4140000000000003	0.10298289294891415	1.0892246148928468	-1.2258903018530916	-0.1446774205180444	-1.6726602092733382	-18.481924268133433
0.4160000000000003	0.10488407465386479	0.9505908524753195	-0.9679000808420751	-0.14722743350668416	-1.275006494319892	-17.907952942996143
0.4180000000000003	0.10634058504458115	0.7282551953581773	-0.6923654703736104	-0.1490866282540529	-0.9295973736843661	-17.60192824781255
0.4200000000000003	0.10720101274708528	0.43021385125207057	-0.655331526675567	-0.15023268176709695	-0.5730267565220366	-16.801965954581302
0.4220000000000003	0.1074708158190628	0.1349015359887616	-0.20735823029463468	-0.1507158933930995	-0.2416058130012672	-16.065832607502426
0.4240000000000003	0.10736672389224552	-0.05204596340863901	0.11563654243211603	-0.15071874636362326	-0.0014264852618906254	-16.18933610151529
0.4260000000000003	0.10702786442373546	-0.16942973425502852	0.15652357780211176	-0.15035239913608348	0.18317361376989683	-15.125925000146362
0.4280000000000003	0.10658686361676928	-0.22050040348309208	0.09918552864631353	-0.14972145738191334	0.31547087708506494	-15.156810696991924
